city,deals,paid_deals,revenue_cash,revenue_contract,paid_rate,contract_per_paid
Berlin,182,78,86450.0,629000.0,0.42857142857142855,8064.102564102564
-,348,60,180000.0,614500.0,0.1724137931034483,10241.666666666666
NA,19081,76,54001.0,553001.0,0.003983019757874325,7276.328947368421
