date,deals,paid_deals,revenue_cash,revenue_contract,spend,calls,paid_rate,cpa_contract,roas_contract,deals_ma7,paid_deals_ma7,spend_ma7
2023-07-16,15.0,0.0,0.0,0.0,155.44,24.0,0.0,,0.0,20.285714285714285,0.14285714285714285,136.31285714285715
2023-07-17,32.0,1.0,1000.0,11000.0,171.84,118.0,0.03125,171.84,64.01303538175047,22.285714285714285,0.2857142857142857,140.78714285714287
2023-07-18,48.0,1.0,1000.0,5000.0,381.87,103.0,0.020833333333333332,381.87,13.093461125513919,27.857142857142858,0.42857142857142855,178.23000000000002
2023-07-19,29.0,1.0,350.0,3500.0,372.82,69.0,0.034482758620689655,372.82,9.38790837401427,29.0,0.5714285714285714,217.32571428571433
2023-07-20,25.0,0.0,0.0,0.0,287.2,45.0,0.0,,0.0,29.0,0.5714285714285714,242.9657142857143
2023-07-21,31.0,0.0,0.0,0.0,386.34999999999997,104.0,0.0,,0.0,28.857142857142858,0.5714285714285714,273.4642857142857
2023-07-22,21.0,0.0,0.0,0.0,220.43,120.0,0.0,,0.0,28.714285714285715,0.42857142857142855,282.2785714285714
2023-07-23,23.0,0.0,0.0,0.0,228.89,152.0,0.0,,0.0,29.857142857142858,0.42857142857142855,292.77142857142854
2023-07-24,32.0,0.0,0.0,0.0,260.21,108.0,0.0,,0.0,29.857142857142858,0.2857142857142857,305.3957142857143
2023-07-25,17.0,0.0,0.0,0.0,154.18,42.0,0.0,,0.0,25.428571428571427,0.14285714285714285,272.86857142857144
